,cpf,mercado,produto
29563,33812954893,Mes,maçã
12348,38062339858,Mes,banana
51112,30043773818,Mes,banana
88645,32110586800,Broa de Açúcar,banana
57129,34329099853,Plus,banana
27406,33669537805,Plus,banana
89481,38193343867,Plus,maçã
96289,30083408819,Plus,banana
88645,32110586800,Broa de Açúcar,maçã
91332,39489653829,Broa de Açúcar,maçã
58430,34264638810,Mes,pera
81866,31963493818,Plus,banana
97972,32808759860,Plus,pera
37911,34082273816,Broa de Açúcar,banana
908,30863081843,Plus,banana
75488,37566902881,Broa de Açúcar,pera
31523,35080739800,Broa de Açúcar,maçã
39338,37422921889,Plus,banana
25307,30944639836,Mes,maçã
16600,32686436808,Plus,banana
10627,32104058830,Mes,banana
71584,36341425880,Mes,pera
77238,37897373800,Plus,pera
39338,37422921889,Plus,banana
22190,34487023823,Broa de Açúcar,pera
90732,34797685808,Plus,pera
11994,36747700830,Plus,pera
41680,35627127821,Plus,banana
89937,39497693826,Broa de Açúcar,banana
21301,37433125817,Plus,banana
26067,36826702894,Mes,banana
54381,34889152806,Mes,pera
32275,32824672811,Plus,banana
19243,35935708825,Plus,banana
14587,33129609830,Mes,pera
71963,33200142855,Plus,banana
21301,37433125817,Plus,pera
77266,36246796869,Broa de Açúcar,pera
23138,37873622827,Plus,banana
52146,35069941828,Plus,maçã
71655,36940593853,Plus,banana
11305,32882252803,Mes,maçã
81133,31983227820,Mes,banana
57270,32218094843,Plus,pera
40015,32546453831,Broa de Açúcar,banana
45707,36428763826,Plus,pera
16222,37490300819,Plus,banana
57254,37795157840,Plus,maçã
8173,37105707860,Mes,pera
80847,38770200890,Plus,pera
57551,39414985840,Broa de Açúcar,banana
48662,32609256868,Plus,banana
1518,35211696859,Mes,pera
81866,31963493818,Plus,pera
8173,37105707860,Mes,banana
34508,34919845804,Plus,banana
19881,38469227815,Mes,banana
53017,36888173895,Plus,pera
53563,31747463884,Mes,maçã
16245,36042659839,Mes,banana
81062,35719857885,Plus,maçã
48662,32609256868,Mes,banana
56673,33452221830,Mes,banana
40689,32650244828,Plus,banana
44776,38228522878,Mes,banana
69711,37320155800,Broa de Açúcar,maçã
77238,37897373800,Mes,pera
22148,31547964871,Plus,banana
76219,30765876841,Broa de Açúcar,banana
4689,39729191824,Plus,banana
100638,39354210872,Broa de Açúcar,banana
34314,31226886892,Mes,pera
10627,32104058830,Broa de Açúcar,pera
30112,36418543858,Plus,maçã
77266,36246796869,Plus,pera
62910,32190252857,Plus,pera
39338,37422921889,Plus,banana
62329,30846232871,Mes,banana
57254,37795157840,Plus,maçã
13259,31200611829,Mes,pera
76999,34577201852,Broa de Açúcar,maçã
96216,34016739802,Plus,pera
62329,30846232871,Plus,maçã
57227,30048509825,Plus,banana
19243,35935708825,Mes,maçã
88288,33964928895,Plus,pera
25314,34238361806,Plus,pera
59693,36894264805,Broa de Açúcar,pera
84255,35607999882,Broa de Açúcar,maçã
6819,39235669804,Broa de Açúcar,pera
57604,30925897850,Plus,pera
37107,35623200869,Broa de Açúcar,pera
40854,38780578810,Mes,banana
25307,30944639836,Broa de Açúcar,pera
26067,36826702894,Plus,maçã
40015,32546453831,Mes,pera
62962,37880194843,Plus,pera
96216,34016739802,Plus,pera
29563,33812954893,Plus,pera
46149,36187884876,Plus,pera
53691,36059262821,Broa de Açúcar,pera
81866,31963493818,Plus,banana
52146,35069941828,Mes,pera
17742,31853596825,Broa de Açúcar,banana
90732,34797685808,Mes,banana
15002,32483420800,Mes,maçã
75488,37566902881,Broa de Açúcar,banana
30265,31728386845,Broa de Açúcar,pera
1625,38196878826,Broa de Açúcar,banana
53563,31747463884,Plus,maçã
15002,32483420800,Broa de Açúcar,maçã
86927,35735341804,Broa de Açúcar,pera
45707,36428763826,Plus,banana
40854,38780578810,Broa de Açúcar,pera
6808,38873055826,Plus,pera
95280,35224692830,Mes,pera
24513,38533505850,Mes,pera
91234,30290906806,Mes,pera
10627,32104058830,Plus,pera
46646,36388955800,Mes,banana
29168,30717955800,Plus,maçã
57254,37795157840,Broa de Açúcar,banana
41680,35627127821,Broa de Açúcar,maçã
24513,38533505850,Broa de Açúcar,pera
81866,31963493818,Plus,pera
25314,34238361806,Broa de Açúcar,banana
93549,34692144840,Broa de Açúcar,pera
78642,38288095887,Plus,maçã
77266,36246796869,Plus,pera
93549,34692144840,Plus,pera
41609,38585981865,Broa de Açúcar,banana
81062,35719857885,Mes,pera
1518,35211696859,Broa de Açúcar,banana
40035,32721092855,Mes,banana
41680,35627127821,Mes,pera
6819,39235669804,Plus,banana
52146,35069941828,Plus,maçã
17742,31853596825,Plus,banana
24513,38533505850,Plus,banana
14776,35844370830,Plus,pera
15002,32483420800,Plus,banana
75488,37566902881,Mes,pera
62562,30860919838,Broa de Açúcar,pera
97604,34832712870,Mes,banana
10627,32104058830,Plus,banana
75712,37915472836,Mes,pera
46646,36388955800,Plus,pera
56673,33452221830,Plus,pera
40015,32546453831,Broa de Açúcar,pera
91957,34946574832,Mes,banana
9183,33634766808,Plus,pera
76191,39773632806,Plus,pera
40015,32546453831,Mes,banana
27406,33669537805,Plus,banana
59693,36894264805,Mes,banana
40383,39595490830,Broa de Açúcar,pera
91332,39489653829,Plus,pera
53563,31747463884,Plus,banana
21561,31409170829,Broa de Açúcar,banana
5899,30399363874,Plus,pera
71963,33200142855,Mes,banana
29563,33812954893,Mes,pera
77266,36246796869,Mes,banana
81133,31983227820,Plus,banana
12348,38062339858,Mes,pera
48662,32609256868,Mes,pera
10627,32104058830,Mes,maçã
97972,32808759860,Plus,banana
57254,37795157840,Mes,banana
97604,34832712870,Broa de Açúcar,banana
89481,38193343867,Mes,pera
89481,38193343867,Broa de Açúcar,pera
16222,37490300819,Broa de Açúcar,banana
81303,37493215820,Mes,banana
39338,37422921889,Broa de Açúcar,pera
71584,36341425880,Plus,banana
32275,32824672811,Broa de Açúcar,pera
25314,34238361806,Mes,pera
12390,36778406860,Plus,maçã
57270,32218094843,Plus,pera
74370,39311745812,Mes,pera
82376,35188294834,Plus,maçã
71052,34490176830,Mes,pera
9382,38977071879,Plus,banana
86483,30418792801,Mes,maçã
77238,37897373800,Plus,pera
16245,36042659839,Mes,maçã
54519,32671323808,Plus,maçã
22190,34487023823,Plus,maçã
53793,31052618855,Mes,banana
75488,37566902881,Plus,banana
6808,38873055826,Plus,pera
53793,31052618855,Plus,banana
2041,37126102895,Mes,banana
22148,31547964871,Broa de Açúcar,banana
32167,35165498824,Broa de Açúcar,banana
22148,31547964871,Mes,pera
62962,37880194843,Plus,maçã
7674,34164815850,Mes,banana
63121,37461051881,Plus,maçã
76219,30765876841,Plus,banana
71584,36341425880,Plus,banana
95280,35224692830,Plus,maçã
86214,35110192812,Mes,pera
40015,32546453831,Plus,pera
29563,33812954893,Plus,banana
51387,31055338853,Plus,maçã
84255,35607999882,Plus,banana
4689,39729191824,Broa de Açúcar,banana
56436,33002436887,Mes,pera
88288,33964928895,Plus,pera
78642,38288095887,Plus,banana
58430,34264638810,Plus,banana
62562,30860919838,Plus,maçã
16569,39364243811,Plus,maçã
40035,32721092855,Mes,pera
44776,38228522878,Broa de Açúcar,banana
37107,35623200869,Mes,banana
97604,34832712870,Plus,pera
1625,38196878826,Broa de Açúcar,pera
9382,38977071879,Broa de Açúcar,pera
51387,31055338853,Plus,pera
31637,35678575848,Broa de Açúcar,banana
59677,30879786809,Plus,banana
9382,38977071879,Plus,maçã
44776,38228522878,Plus,pera
53563,31747463884,Plus,banana
52146,35069941828,Plus,pera
76219,30765876841,Broa de Açúcar,pera
44776,38228522878,Broa de Açúcar,maçã
37282,38074509800,Plus,pera
24735,32405465825,Mes,banana
16222,37490300819,Plus,banana
80847,38770200890,Mes,banana
58430,34264638810,Broa de Açúcar,pera
58592,36687889877,Plus,pera
51206,36977516895,Plus,banana
17850,39034817857,Plus,pera
31523,35080739800,Mes,banana
58592,36687889877,Mes,banana
57270,32218094843,Plus,pera
40015,32546453831,Broa de Açúcar,banana
76132,33274335851,Broa de Açúcar,pera
12348,38062339858,Mes,pera
17742,31853596825,Plus,banana
57604,30925897850,Plus,pera
46646,36388955800,Plus,banana
2041,37126102895,Plus,banana
53691,36059262821,Plus,banana
32167,35165498824,Plus,pera
78642,38288095887,Plus,banana
7674,34164815850,Plus,maçã
40015,32546453831,Mes,maçã
57270,32218094843,Plus,banana
87131,34050171813,Mes,pera
9183,33634766808,Broa de Açúcar,banana
19611,35725074803,Broa de Açúcar,banana
12390,36778406860,Plus,banana
11130,39284079888,Broa de Açúcar,banana
80847,38770200890,Mes,pera
57129,34329099853,Broa de Açúcar,pera
53793,31052618855,Broa de Açúcar,maçã
81133,31983227820,Mes,banana
19881,38469227815,Plus,banana
15002,32483420800,Plus,pera
71584,36341425880,Plus,banana
76132,33274335851,Broa de Açúcar,banana
2041,37126102895,Plus,maçã
54381,34889152806,Plus,banana
12579,30582703808,Plus,banana
34508,34919845804,Mes,pera
54074,34724431890,Broa de Açúcar,maçã
41695,33547015871,Broa de Açúcar,banana
14776,35844370830,Mes,banana
46646,36388955800,Plus,pera
57270,32218094843,Broa de Açúcar,pera
76219,30765876841,Mes,pera
26244,34102712879,Plus,banana
7674,34164815850,Broa de Açúcar,maçã
97972,32808759860,Plus,maçã
21561,31409170829,Mes,banana
54074,34724431890,Broa de Açúcar,banana
6819,39235669804,Plus,banana
51206,36977516895,Mes,pera
96216,34016739802,Plus,banana
52142,37879276890,Broa de Açúcar,maçã
58592,36687889877,Plus,pera
77238,37897373800,Plus,banana
87131,34050171813,Broa de Açúcar,pera
15002,32483420800,Plus,pera
24735,32405465825,Mes,maçã
19243,35935708825,Plus,banana
97972,32808759860,Plus,pera
19611,35725074803,Broa de Açúcar,banana
31637,35678575848,Mes,banana
96216,34016739802,Plus,banana
69711,37320155800,Plus,banana
84255,35607999882,Plus,maçã
16222,37490300819,Plus,pera
76132,33274335851,Plus,maçã
34314,31226886892,Plus,maçã
71052,34490176830,Mes,pera
75488,37566902881,Broa de Açúcar,maçã
52142,37879276890,Broa de Açúcar,pera
62562,30860919838,Mes,maçã
93549,34692144840,Plus,maçã
45861,37399102830,Plus,pera
95280,35224692830,Plus,banana
74726,38165733800,Plus,banana
86927,35735341804,Broa de Açúcar,banana
84255,35607999882,Plus,banana
48662,32609256868,Plus,banana
71584,36341425880,Plus,banana
81062,35719857885,Plus,pera
90732,34797685808,Broa de Açúcar,pera
11048,30075496801,Broa de Açúcar,pera
71052,34490176830,Mes,pera
57551,39414985840,Plus,banana
81866,31963493818,Broa de Açúcar,banana
40383,39595490830,Plus,banana
93549,34692144840,Broa de Açúcar,banana
74956,36395926896,Plus,pera
57551,39414985840,Mes,banana
9183,33634766808,Plus,pera
24735,32405465825,Broa de Açúcar,maçã
10627,32104058830,Plus,banana
17850,39034817857,Mes,pera
58430,34264638810,Mes,banana
62910,32190252857,Plus,pera
24513,38533505850,Plus,pera
54031,37330352837,Mes,maçã
57129,34329099853,Mes,banana
71655,36940593853,Plus,maçã
19611,35725074803,Plus,pera
16600,32686436808,Broa de Açúcar,banana
32167,35165498824,Plus,pera
75712,37915472836,Plus,banana
25307,30944639836,Broa de Açúcar,maçã
76132,33274335851,Plus,banana
88288,33964928895,Plus,pera
96289,30083408819,Mes,banana
89481,38193343867,Plus,banana
54031,37330352837,Broa de Açúcar,pera
16569,39364243811,Broa de Açúcar,banana
24513,38533505850,Broa de Açúcar,pera
99799,39415052899,Mes,maçã
75488,37566902881,Plus,banana
53793,31052618855,Mes,banana
84255,35607999882,Plus,pera
15027,33866198868,Plus,pera
69734,32030313882,Mes,banana
22190,34487023823,Plus,banana
74370,39311745812,Mes,banana
45861,37399102830,Broa de Açúcar,pera
74726,38165733800,Broa de Açúcar,pera
57551,39414985840,Plus,banana
19611,35725074803,Mes,pera
11130,39284079888,Plus,pera
52142,37879276890,Mes,pera
30804,38405402837,Broa de Açúcar,banana
78642,38288095887,Broa de Açúcar,banana
76132,33274335851,Plus,banana
19611,35725074803,Plus,banana
19243,35935708825,Plus,banana
51206,36977516895,Plus,banana
21561,31409170829,Broa de Açúcar,pera
53793,31052618855,Plus,pera
78642,38288095887,Mes,banana
71052,34490176830,Mes,pera
44776,38228522878,Plus,pera
39613,38175346809,Mes,banana
74726,38165733800,Broa de Açúcar,banana
86214,35110192812,Plus,pera
99799,39415052899,Mes,banana
71052,34490176830,Broa de Açúcar,banana
71963,33200142855,Mes,maçã
16245,36042659839,Plus,banana
57270,32218094843,Mes,pera
40854,38780578810,Mes,pera
98095,34172081819,Mes,pera
39338,37422921889,Plus,pera
19243,35935708825,Broa de Açúcar,maçã
15002,32483420800,Mes,pera
41695,33547015871,Plus,pera
56436,33002436887,Plus,maçã
37282,38074509800,Broa de Açúcar,maçã
29563,33812954893,Plus,banana
52142,37879276890,Plus,maçã
53563,31747463884,Plus,banana
51112,30043773818,Broa de Açúcar,maçã
76191,39773632806,Plus,maçã
40811,36962981821,Mes,maçã
56436,33002436887,Plus,maçã
2529,34815749833,Mes,pera
82376,35188294834,Plus,banana
57254,37795157840,Mes,banana
37107,35623200869,Mes,banana
57270,32218094843,Broa de Açúcar,pera
22148,31547964871,Plus,pera
24513,38533505850,Plus,maçã
89481,38193343867,Plus,pera
40015,32546453831,Plus,banana
88645,32110586800,Mes,pera
57270,32218094843,Broa de Açúcar,banana
11305,32882252803,Broa de Açúcar,banana
2041,37126102895,Broa de Açúcar,pera
5899,30399363874,Plus,maçã
15027,33866198868,Plus,maçã
37911,34082273816,Plus,pera
32167,35165498824,Plus,pera
2041,37126102895,Broa de Açúcar,pera
12719,35033470892,Plus,pera
27320,33312866804,Plus,banana
91234,30290906806,Plus,maçã
76999,34577201852,Plus,pera
16222,37490300819,Broa de Açúcar,pera
27320,33312866804,Plus,maçã
88288,33964928895,Broa de Açúcar,maçã
41609,38585981865,Mes,pera
97972,32808759860,Plus,maçã
71052,34490176830,Plus,pera
30112,36418543858,Mes,pera
2041,37126102895,Mes,maçã
95280,35224692830,Plus,pera
9527,34651258867,Plus,banana
41695,33547015871,Mes,maçã
39613,38175346809,Plus,pera
54381,34889152806,Plus,pera
17850,39034817857,Broa de Açúcar,maçã
29563,33812954893,Broa de Açúcar,banana
24735,32405465825,Plus,banana
57227,30048509825,Mes,banana
75712,37915472836,Mes,maçã
54074,34724431890,Plus,banana
100638,39354210872,Broa de Açúcar,maçã
30112,36418543858,Plus,banana
78642,38288095887,Plus,maçã
21301,37433125817,Plus,pera
71584,36341425880,Mes,pera
77266,36246796869,Plus,maçã
11048,30075496801,Broa de Açúcar,pera
75712,37915472836,Broa de Açúcar,banana
63121,37461051881,Plus,banana
15002,32483420800,Plus,pera
52146,35069941828,Plus,banana
62962,37880194843,Plus,banana
26067,36826702894,Mes,banana
81133,31983227820,Plus,pera
15000,37224457876,Plus,banana
53563,31747463884,Mes,banana
19787,36861175846,Mes,pera
22190,34487023823,Plus,pera
13361,38086924807,Broa de Açúcar,maçã
6808,38873055826,Plus,maçã
93549,34692144840,Plus,maçã
30804,38405402837,Mes,banana
18474,32276941820,Plus,pera
44776,38228522878,Plus,pera
34508,34919845804,Plus,pera
11048,30075496801,Plus,banana
93549,34692144840,Plus,banana
29168,30717955800,Mes,pera
32127,32775371884,Mes,maçã
15002,32483420800,Broa de Açúcar,maçã
12719,35033470892,Plus,banana
19881,38469227815,Plus,pera
34314,31226886892,Mes,maçã
88902,31386637882,Plus,maçã
54074,34724431890,Plus,pera
1516,32021188892,Mes,pera
81866,31963493818,Mes,banana
93549,34692144840,Plus,pera
14776,35844370830,Mes,maçã
40035,32721092855,Broa de Açúcar,pera
1516,32021188892,Mes,banana
91332,39489653829,Plus,banana
32275,32824672811,Mes,banana
29563,33812954893,Plus,pera
40015,32546453831,Plus,pera
71584,36341425880,Broa de Açúcar,banana
69734,32030313882,Plus,banana
45861,37399102830,Broa de Açúcar,maçã
48662,32609256868,Broa de Açúcar,pera
57604,30925897850,Broa de Açúcar,banana
97972,32808759860,Plus,banana
40689,32650244828,Mes,maçã
9382,38977071879,Plus,banana
58592,36687889877,Plus,pera
41609,38585981865,Mes,maçã
19243,35935708825,Plus,banana
31523,35080739800,Mes,pera
31637,35678575848,Mes,pera
44776,38228522878,Mes,banana
11048,30075496801,Mes,pera
27320,33312866804,Plus,maçã
76151,37330501859,Mes,maçã
100638,39354210872,Broa de Açúcar,pera
9183,33634766808,Plus,banana
2529,34815749833,Plus,maçã
27406,33669537805,Broa de Açúcar,banana
75712,37915472836,Plus,pera
82376,35188294834,Mes,banana
29563,33812954893,Broa de Açúcar,maçã
77238,37897373800,Plus,pera
54519,32671323808,Mes,pera
58430,34264638810,Mes,maçã
76219,30765876841,Plus,pera
32275,32824672811,Plus,maçã
26244,34102712879,Mes,banana
32127,32775371884,Broa de Açúcar,pera
51112,30043773818,Broa de Açúcar,banana
52756,31449785824,Broa de Açúcar,banana
2041,37126102895,Plus,pera
88902,31386637882,Plus,banana
99799,39415052899,Plus,banana
15000,37224457876,Plus,maçã
59693,36894264805,Broa de Açúcar,banana
99799,39415052899,Plus,maçã
88902,31386637882,Mes,pera
57270,32218094843,Mes,banana
56436,33002436887,Plus,pera
11048,30075496801,Mes,pera
76999,34577201852,Broa de Açúcar,banana
155,38407917826,Mes,banana
77266,36246796869,Plus,banana
69711,37320155800,Plus,pera
52142,37879276890,Plus,pera
76999,34577201852,Plus,banana
40015,32546453831,Mes,pera
24540,32175231801,Broa de Açúcar,maçã
19243,35935708825,Plus,banana
57604,30925897850,Broa de Açúcar,banana
51112,30043773818,Plus,maçã
41680,35627127821,Plus,maçã
17850,39034817857,Plus,banana
62329,30846232871,Mes,banana
89481,38193343867,Mes,maçã
56673,33452221830,Broa de Açúcar,banana
51112,30043773818,Mes,banana
71963,33200142855,Mes,maçã
52146,35069941828,Mes,pera
88645,32110586800,Plus,maçã
91234,30290906806,Plus,pera
78642,38288095887,Plus,pera
25314,34238361806,Plus,pera
52756,31449785824,Broa de Açúcar,pera
54074,34724431890,Plus,pera
90732,34797685808,Plus,banana
19881,38469227815,Broa de Açúcar,pera
17850,39034817857,Plus,pera
21561,31409170829,Plus,maçã
40383,39595490830,Plus,pera
40689,32650244828,Broa de Açúcar,pera
57254,37795157840,Plus,banana
81062,35719857885,Broa de Açúcar,pera
1518,35211696859,Plus,pera
54031,37330352837,Plus,pera
7674,34164815850,Plus,pera
74956,36395926896,Mes,banana
45707,36428763826,Plus,maçã
62329,30846232871,Mes,pera
19243,35935708825,Plus,pera
13259,31200611829,Mes,maçã
15000,37224457876,Plus,pera
82376,35188294834,Broa de Açúcar,pera
26067,36826702894,Broa de Açúcar,pera
29168,30717955800,Plus,maçã
6808,38873055826,Plus,pera
21062,35720395849,Mes,maçã
57129,34329099853,Plus,pera
23138,37873622827,Plus,maçã
57604,30925897850,Plus,maçã
26067,36826702894,Plus,pera
26244,34102712879,Plus,banana
19243,35935708825,Mes,pera
21301,37433125817,Broa de Açúcar,banana
77266,36246796869,Mes,banana
40035,32721092855,Mes,banana
81062,35719857885,Broa de Açúcar,pera
16600,32686436808,Plus,pera
41609,38585981865,Broa de Açúcar,banana
26067,36826702894,Mes,banana
54074,34724431890,Mes,pera
40854,38780578810,Plus,maçã
54031,37330352837,Broa de Açúcar,maçã
29168,30717955800,Plus,banana
53017,36888173895,Plus,banana
24735,32405465825,Plus,pera
84255,35607999882,Broa de Açúcar,maçã
23138,37873622827,Broa de Açúcar,banana
8173,37105707860,Mes,pera
4689,39729191824,Plus,maçã
9527,34651258867,Mes,banana
86214,35110192812,Broa de Açúcar,maçã
7674,34164815850,Mes,pera
46149,36187884876,Plus,maçã
62562,30860919838,Plus,banana
82376,35188294834,Plus,maçã
76132,33274335851,Broa de Açúcar,pera
41609,38585981865,Plus,banana
23138,37873622827,Plus,banana
57270,32218094843,Plus,banana
77266,36246796869,Plus,pera
46646,36388955800,Broa de Açúcar,pera
4689,39729191824,Mes,banana
89937,39497693826,Mes,banana
91957,34946574832,Broa de Açúcar,pera
24513,38533505850,Broa de Açúcar,pera
22148,31547964871,Mes,pera
56673,33452221830,Mes,maçã
40015,32546453831,Plus,maçã
81866,31963493818,Plus,banana
22148,31547964871,Plus,maçã
34314,31226886892,Mes,pera
15002,32483420800,Plus,pera
89481,38193343867,Broa de Açúcar,pera
62962,37880194843,Plus,pera
31637,35678575848,Plus,pera
45707,36428763826,Plus,banana
6819,39235669804,Plus,maçã
91957,34946574832,Plus,pera
26244,34102712879,Plus,pera
82376,35188294834,Broa de Açúcar,maçã
56673,33452221830,Mes,pera
40015,32546453831,Plus,banana
19611,35725074803,Mes,pera
59677,30879786809,Plus,banana
19243,35935708825,Plus,banana
75712,37915472836,Plus,maçã
48173,37972235872,Mes,pera
13259,31200611829,Plus,pera
19611,35725074803,Plus,banana
15000,37224457876,Plus,banana
908,30863081843,Plus,pera
74956,36395926896,Plus,banana
52142,37879276890,Mes,pera
6819,39235669804,Plus,pera
74956,36395926896,Broa de Açúcar,pera
88288,33964928895,Plus,pera
71963,33200142855,Mes,banana
81133,31983227820,Plus,pera
80847,38770200890,Mes,pera
40811,36962981821,Plus,banana
76151,37330501859,Mes,maçã
6808,38873055826,Broa de Açúcar,pera
51387,31055338853,Broa de Açúcar,maçã
51387,31055338853,Plus,pera
12390,36778406860,Plus,pera
13259,31200611829,Plus,banana
75488,37566902881,Broa de Açúcar,pera
21301,37433125817,Mes,banana
1518,35211696859,Mes,banana
31637,35678575848,Plus,banana
81736,35195267863,Broa de Açúcar,pera
41609,38585981865,Plus,pera
71941,34532204801,Plus,pera
40015,32546453831,Mes,banana
30265,31728386845,Plus,pera
91234,30290906806,Plus,banana
1625,38196878826,Plus,pera
86927,35735341804,Plus,pera
13259,31200611829,Plus,maçã
96216,34016739802,Plus,pera
30804,38405402837,Broa de Açúcar,pera
21279,33515942831,Broa de Açúcar,pera
29168,30717955800,Plus,banana
30112,36418543858,Plus,pera
52756,31449785824,Mes,pera
37911,34082273816,Broa de Açúcar,pera
40811,36962981821,Broa de Açúcar,banana
81866,31963493818,Plus,maçã
77976,32671506805,Mes,banana
10627,32104058830,Mes,maçã
89481,38193343867,Mes,maçã
1516,32021188892,Mes,banana
57254,37795157840,Mes,maçã
997,32423720858,Mes,pera
57129,34329099853,Mes,maçã
25307,30944639836,Broa de Açúcar,banana
21062,35720395849,Mes,pera
91332,39489653829,Broa de Açúcar,maçã
97972,32808759860,Plus,pera
91234,30290906806,Plus,pera
56436,33002436887,Plus,banana
99799,39415052899,Plus,pera
75712,37915472836,Plus,pera
46646,36388955800,Broa de Açúcar,banana
78642,38288095887,Plus,banana
98095,34172081819,Plus,banana
45707,36428763826,Mes,pera
98095,34172081819,Broa de Açúcar,pera
40811,36962981821,Broa de Açúcar,pera
53563,31747463884,Plus,pera
62910,32190252857,Plus,pera
90732,34797685808,Plus,pera
32275,32824672811,Plus,pera
76219,30765876841,Plus,maçã
57604,30925897850,Mes,pera
16222,37490300819,Plus,banana
23138,37873622827,Mes,banana
18474,32276941820,Mes,pera
53017,36888173895,Broa de Açúcar,pera
93549,34692144840,Plus,pera
48182,36788385882,Plus,pera
97604,34832712870,Mes,banana
12390,36778406860,Plus,pera
2041,37126102895,Broa de Açúcar,pera
51387,31055338853,Broa de Açúcar,banana
95280,35224692830,Broa de Açúcar,banana
1625,38196878826,Plus,pera
76151,37330501859,Mes,maçã
6808,38873055826,Broa de Açúcar,pera
81303,37493215820,Plus,pera
77976,32671506805,Mes,pera
59693,36894264805,Broa de Açúcar,maçã
69734,32030313882,Plus,banana
57254,37795157840,Broa de Açúcar,banana
13259,31200611829,Broa de Açúcar,maçã
37282,38074509800,Broa de Açúcar,banana
57604,30925897850,Plus,pera
19881,38469227815,Plus,maçã
48662,32609256868,Plus,banana
19611,35725074803,Plus,pera
90732,34797685808,Plus,pera
19787,36861175846,Plus,pera
87131,34050171813,Mes,banana
45707,36428763826,Plus,pera
11048,30075496801,Plus,pera
37107,35623200869,Plus,pera
6819,39235669804,Broa de Açúcar,maçã
25314,34238361806,Mes,banana
1516,32021188892,Plus,banana
26244,34102712879,Mes,banana
21062,35720395849,Mes,banana
997,32423720858,Plus,maçã
10627,32104058830,Plus,banana
74956,36395926896,Broa de Açúcar,maçã
37282,38074509800,Plus,maçã
9382,38977071879,Plus,pera
997,32423720858,Broa de Açúcar,pera
81736,35195267863,Plus,pera
88645,32110586800,Plus,banana
2529,34815749833,Plus,pera
18474,32276941820,Plus,pera
95280,35224692830,Broa de Açúcar,pera
97972,32808759860,Plus,banana
21561,31409170829,Plus,pera
30112,36418543858,Broa de Açúcar,pera
39338,37422921889,Mes,banana
26067,36826702894,Plus,maçã
81866,31963493818,Broa de Açúcar,pera
57604,30925897850,Plus,maçã
48662,32609256868,Mes,banana
11994,36747700830,Plus,pera
48173,37972235872,Mes,pera
54381,34889152806,Broa de Açúcar,maçã
22148,31547964871,Plus,pera
7674,34164815850,Plus,banana
45707,36428763826,Broa de Açúcar,pera
21301,37433125817,Plus,banana
91957,34946574832,Mes,banana
15002,32483420800,Mes,pera
57270,32218094843,Broa de Açúcar,banana
10627,32104058830,Mes,maçã
91234,30290906806,Plus,banana
77266,36246796869,Broa de Açúcar,maçã
22148,31547964871,Broa de Açúcar,pera
100638,39354210872,Mes,maçã
9382,38977071879,Mes,banana
74370,39311745812,Plus,pera
4689,39729191824,Plus,pera
53793,31052618855,Broa de Açúcar,pera
86214,35110192812,Mes,banana
56436,33002436887,Plus,pera
12719,35033470892,Plus,banana
54519,32671323808,Mes,banana
98095,34172081819,Plus,maçã
13259,31200611829,Plus,pera
51112,30043773818,Plus,banana
95280,35224692830,Plus,pera
40015,32546453831,Broa de Açúcar,pera
39613,38175346809,Broa de Açúcar,banana
1625,38196878826,Plus,banana
1516,32021188892,Plus,maçã
87131,34050171813,Plus,banana
54519,32671323808,Broa de Açúcar,banana
54519,32671323808,Broa de Açúcar,maçã
11305,32882252803,Plus,pera
26067,36826702894,Plus,banana
81062,35719857885,Mes,pera
75488,37566902881,Mes,maçã
25307,30944639836,Plus,pera
63121,37461051881,Plus,banana
13259,31200611829,Broa de Açúcar,pera
13259,31200611829,Mes,pera
53691,36059262821,Plus,banana
19611,35725074803,Mes,maçã
40383,39595490830,Mes,pera
75488,37566902881,Plus,pera
34314,31226886892,Mes,banana
99799,39415052899,Mes,pera
46149,36187884876,Plus,maçã
9183,33634766808,Plus,banana
52142,37879276890,Broa de Açúcar,pera
53563,31747463884,Broa de Açúcar,banana
57604,30925897850,Broa de Açúcar,maçã
51387,31055338853,Plus,banana
19881,38469227815,Mes,banana
78642,38288095887,Plus,banana
12390,36778406860,Plus,maçã
45707,36428763826,Plus,banana
24513,38533505850,Plus,maçã
76191,39773632806,Mes,maçã
30265,31728386845,Broa de Açúcar,banana
81133,31983227820,Mes,pera
75712,37915472836,Plus,banana
57227,30048509825,Mes,banana
22148,31547964871,Broa de Açúcar,banana
46646,36388955800,Broa de Açúcar,pera
46149,36187884876,Plus,pera
62962,37880194843,Mes,maçã
2041,37126102895,Plus,banana
9382,38977071879,Broa de Açúcar,banana
90732,34797685808,Broa de Açúcar,banana
62562,30860919838,Plus,banana
15027,33866198868,Plus,pera
11994,36747700830,Mes,maçã
89937,39497693826,Mes,banana
71052,34490176830,Plus,pera
75712,37915472836,Plus,maçã
90732,34797685808,Plus,maçã
62329,30846232871,Plus,banana
34508,34919845804,Plus,banana
54519,32671323808,Plus,pera
97972,32808759860,Plus,pera
69711,37320155800,Plus,banana
39338,37422921889,Plus,banana
54031,37330352837,Broa de Açúcar,pera
39338,37422921889,Broa de Açúcar,banana
80847,38770200890,Plus,pera
37282,38074509800,Mes,banana
58430,34264638810,Plus,banana
56436,33002436887,Plus,banana
15002,32483420800,Mes,pera
