,cpf,nome,produto,preco
22769,38637449859,Mes,maçã,2
3015,38107259866,Mes,pera,3
21004,39448379838,Mes,banana,1
74157,38164462802,Plus,pera,3
88902,31386637882,Mes,banana,1
81455,30265670861,Plus,pera,3
49212,32501709845,Plus,maçã,2
24367,32550023897,Broa de Açúcar,banana,1
6282,35492365819,Broa de Açúcar,pera,3
19410,38482884867,Plus,pera,3
1358,36441073862,Broa de Açúcar,pera,3
73864,31919689893,Plus,pera,3
23085,38713706810,Plus,pera,3
8118,31419721844,Plus,pera,3
73003,39200930891,Mes,banana,1
32454,35456398869,Mes,maçã,2
31135,37375495831,Broa de Açúcar,banana,1
79271,39552290848,Mes,maçã,2
99799,39415052899,Plus,banana,1
37238,39268371871,Mes,banana,1
19410,38482884867,Plus,banana,1
18054,34412443892,Broa de Açúcar,maçã,2
52617,38893074850,Mes,banana,1
75105,30905528840,Plus,pera,3
29170,33212249846,Plus,pera,3
42265,35406165860,Plus,pera,3
60140,39205438820,Mes,banana,1
32454,35456398869,Plus,maçã,2
15552,38606695831,Broa de Açúcar,pera,3
63194,32501538854,Plus,pera,3
72768,37746387802,Broa de Açúcar,maçã,2
49212,32501709845,Broa de Açúcar,banana,1
22769,38637449859,Plus,pera,3
77832,39960619869,Broa de Açúcar,pera,3
3015,38107259866,Broa de Açúcar,banana,1
59475,30420840869,Plus,banana,1
47607,30410313882,Mes,banana,1
74157,38164462802,Broa de Açúcar,banana,1
2518,36816343867,Plus,banana,1
91874,33537824866,Plus,banana,1
96607,33434710892,Broa de Açúcar,pera,3
37238,39268371871,Mes,banana,1
41229,37723581874,Plus,banana,1
75819,36391074895,Broa de Açúcar,maçã,2
77225,31112978887,Plus,pera,3
21323,31044219866,Plus,banana,1
59475,30420840869,Plus,pera,3
49100,38588677806,Broa de Açúcar,banana,1
90117,35948203867,Plus,maçã,2
14375,30057157871,Plus,pera,3
96260,37790285815,Mes,pera,3
82295,39697315850,Plus,banana,1
56972,33885114895,Plus,banana,1
58785,33212754818,Plus,pera,3
40292,30985391863,Broa de Açúcar,banana,1
29170,33212249846,Mes,pera,3
47828,36896847816,Plus,pera,3
50751,34206290873,Mes,maçã,2
38106,31554108845,Plus,banana,1
74157,38164462802,Mes,banana,1
62514,33106457899,Plus,pera,3
79271,39552290848,Broa de Açúcar,maçã,2
24367,32550023897,Plus,banana,1
58785,33212754818,Plus,pera,3
19410,38482884867,Plus,pera,3
96607,33434710892,Mes,pera,3
74686,38257072885,Mes,banana,1
10833,34936985856,Mes,banana,1
32378,30945715811,Plus,pera,3
31135,37375495831,Broa de Açúcar,pera,3
7724,36235280807,Plus,pera,3
96607,33434710892,Plus,banana,1
52404,34398930817,Broa de Açúcar,banana,1
38462,33087252824,Mes,banana,1
10998,34525430800,Mes,pera,3
4438,31121633897,Plus,pera,3
47607,30410313882,Broa de Açúcar,pera,3
48240,34588824805,Plus,banana,1
21004,39448379838,Broa de Açúcar,pera,3
96607,33434710892,Broa de Açúcar,maçã,2
83229,31974338827,Plus,maçã,2
47227,33507321866,Plus,pera,3
53918,37187484879,Plus,pera,3
3015,38107259866,Plus,pera,3
2518,36816343867,Plus,pera,3
42721,33528856807,Plus,maçã,2
15490,34096873861,Plus,pera,3
63194,32501538854,Plus,banana,1
29466,36333169811,Plus,maçã,2
17301,33332365835,Plus,banana,1
80259,34060357871,Plus,banana,1
64964,34561337822,Broa de Açúcar,banana,1
71941,34532204801,Plus,pera,3
15490,34096873861,Plus,pera,3
23833,39784659816,Plus,maçã,2
93767,32406813827,Broa de Açúcar,maçã,2
26835,37101642810,Broa de Açúcar,banana,1
32767,33566260860,Plus,banana,1
25052,37372709881,Plus,banana,1
62848,33425839837,Plus,banana,1
50545,33741064807,Plus,banana,1
52404,34398930817,Mes,maçã,2
46678,33041399822,Broa de Açúcar,pera,3
96196,30449222837,Plus,pera,3
48240,34588824805,Plus,maçã,2
90897,38210166808,Plus,pera,3
86057,39247275890,Plus,pera,3
94682,35122614857,Mes,banana,1
88673,39524291800,Plus,pera,3
88902,31386637882,Broa de Açúcar,pera,3
3708,39447807879,Plus,banana,1
63194,32501538854,Plus,banana,1
15490,34096873861,Plus,banana,1
46171,33643838808,Mes,banana,1
47227,33507321866,Plus,maçã,2
35750,32586371801,Mes,pera,3
92850,31198058820,Plus,pera,3
6223,39503257867,Plus,pera,3
57049,39815578839,Plus,pera,3
32454,35456398869,Broa de Açúcar,banana,1
85165,36453462877,Broa de Açúcar,pera,3
93767,32406813827,Mes,pera,3
49557,39834810865,Broa de Açúcar,banana,1
32126,35496923824,Plus,pera,3
41229,37723581874,Mes,maçã,2
73765,33381596845,Plus,banana,1
43234,30159956854,Mes,banana,1
42265,35406165860,Plus,banana,1
75760,30527447803,Plus,pera,3
49557,39834810865,Plus,maçã,2
23833,39784659816,Plus,pera,3
74565,39261917836,Broa de Açúcar,banana,1
75105,30905528840,Plus,maçã,2
19410,38482884867,Plus,banana,1
37035,38586744867,Mes,maçã,2
21004,39448379838,Mes,maçã,2
83229,31974338827,Broa de Açúcar,maçã,2
41229,37723581874,Plus,banana,1
37035,38586744867,Plus,maçã,2
43234,30159956854,Plus,maçã,2
27574,36675319825,Mes,maçã,2
92577,34340667803,Plus,pera,3
58785,33212754818,Mes,banana,1
48678,36706086800,Mes,maçã,2
56962,30952448866,Plus,banana,1
50545,33741064807,Mes,banana,1
51593,34938743833,Plus,banana,1
23833,39784659816,Mes,maçã,2
21004,39448379838,Mes,maçã,2
2422,31474320848,Broa de Açúcar,pera,3
64964,34561337822,Broa de Açúcar,pera,3
15860,37973890866,Broa de Açúcar,pera,3
42263,34253311830,Plus,pera,3
49489,31831535807,Mes,maçã,2
23085,38713706810,Broa de Açúcar,maçã,2
54221,35424778852,Mes,pera,3
7724,36235280807,Broa de Açúcar,banana,1
54766,38119148800,Mes,banana,1
3708,39447807879,Plus,pera,3
97544,35210083802,Mes,pera,3
58785,33212754818,Plus,banana,1
71941,34532204801,Plus,banana,1
30587,36394776858,Plus,pera,3
28082,30588011819,Mes,pera,3
42721,33528856807,Broa de Açúcar,pera,3
50937,38536832827,Mes,pera,3
45582,36971695801,Plus,banana,1
15552,38606695831,Plus,maçã,2
77832,39960619869,Plus,maçã,2
10833,34936985856,Mes,pera,3
62848,33425839837,Plus,banana,1
27574,36675319825,Plus,banana,1
49557,39834810865,Plus,maçã,2
7724,36235280807,Plus,maçã,2
62778,35080845821,Broa de Açúcar,banana,1
96196,30449222837,Plus,pera,3
46171,33643838808,Mes,banana,1
38462,33087252824,Plus,banana,1
81455,30265670861,Broa de Açúcar,pera,3
42633,35835832800,Plus,banana,1
32378,30945715811,Plus,maçã,2
74683,38835164818,Mes,pera,3
28082,30588011819,Plus,maçã,2
40367,30845504843,Plus,pera,3
50751,34206290873,Mes,banana,1
51093,36187474899,Mes,pera,3
40292,30985391863,Broa de Açúcar,banana,1
37035,38586744867,Broa de Açúcar,pera,3
88902,31386637882,Broa de Açúcar,pera,3
92942,37968450888,Broa de Açúcar,pera,3
79271,39552290848,Plus,banana,1
47227,33507321866,Plus,banana,1
24875,37486225891,Plus,banana,1
43234,30159956854,Plus,banana,1
34803,33672854808,Mes,banana,1
2422,31474320848,Plus,banana,1
15490,34096873861,Broa de Açúcar,banana,1
91874,33537824866,Broa de Açúcar,pera,3
27574,36675319825,Broa de Açúcar,pera,3
10833,34936985856,Broa de Açúcar,pera,3
73864,31919689893,Mes,banana,1
52404,34398930817,Plus,banana,1
42265,35406165860,Plus,maçã,2
81433,30849704839,Mes,maçã,2
72768,37746387802,Broa de Açúcar,pera,3
21004,39448379838,Broa de Açúcar,banana,1
99664,36198779807,Mes,banana,1
96607,33434710892,Plus,pera,3
36361,39132258895,Plus,pera,3
24146,32474042873,Plus,banana,1
23616,31041889801,Plus,maçã,2
15880,33569319890,Broa de Açúcar,banana,1
51093,36187474899,Plus,banana,1
5722,33668989842,Plus,pera,3
23903,36268571827,Plus,pera,3
74157,38164462802,Plus,pera,3
56962,30952448866,Mes,pera,3
74157,38164462802,Plus,pera,3
52404,34398930817,Broa de Açúcar,maçã,2
37238,39268371871,Broa de Açúcar,banana,1
34352,35919492805,Broa de Açúcar,banana,1
62848,33425839837,Plus,banana,1
81433,30849704839,Mes,banana,1
32454,35456398869,Plus,banana,1
11280,37974671840,Broa de Açúcar,maçã,2
36361,39132258895,Mes,banana,1
1358,36441073862,Plus,pera,3
5661,31517898897,Plus,banana,1
5722,33668989842,Plus,banana,1
30587,36394776858,Plus,maçã,2
97194,31222769840,Plus,maçã,2
7724,36235280807,Plus,pera,3
26835,37101642810,Plus,banana,1
41229,37723581874,Mes,banana,1
15552,38606695831,Broa de Açúcar,pera,3
35750,32586371801,Plus,banana,1
29466,36333169811,Plus,pera,3
49557,39834810865,Mes,maçã,2
29466,36333169811,Plus,pera,3
50806,33688327861,Plus,banana,1
96260,37790285815,Broa de Açúcar,pera,3
24875,37486225891,Plus,maçã,2
11027,30826430864,Broa de Açúcar,maçã,2
24875,37486225891,Plus,banana,1
56962,30952448866,Broa de Açúcar,banana,1
74683,38835164818,Broa de Açúcar,pera,3
73003,39200930891,Plus,banana,1
40247,34236276895,Mes,banana,1
32767,33566260860,Plus,banana,1
88673,39524291800,Plus,banana,1
10998,34525430800,Plus,pera,3
93767,32406813827,Mes,maçã,2
19410,38482884867,Plus,banana,1
59475,30420840869,Plus,banana,1
47828,36896847816,Plus,pera,3
21004,39448379838,Plus,banana,1
32126,35496923824,Plus,pera,3
14375,30057157871,Broa de Açúcar,banana,1
92850,31198058820,Plus,banana,1
6282,35492365819,Plus,banana,1
96607,33434710892,Plus,pera,3
33964,32581223855,Mes,maçã,2
63194,32501538854,Broa de Açúcar,maçã,2
15490,34096873861,Plus,banana,1
49557,39834810865,Plus,banana,1
42721,33528856807,Broa de Açúcar,pera,3
72768,37746387802,Plus,banana,1
10998,34525430800,Plus,pera,3
49212,32501709845,Plus,banana,1
71941,34532204801,Mes,maçã,2
59646,35288097879,Broa de Açúcar,maçã,2
91874,33537824866,Plus,maçã,2
2422,31474320848,Broa de Açúcar,banana,1
22769,38637449859,Plus,pera,3
40458,36503282834,Plus,pera,3
15860,37973890866,Broa de Açúcar,pera,3
37035,38586744867,Plus,banana,1
56962,30952448866,Mes,banana,1
23085,38713706810,Plus,pera,3
79271,39552290848,Broa de Açúcar,pera,3
40458,36503282834,Mes,banana,1
36361,39132258895,Plus,banana,1
43234,30159956854,Broa de Açúcar,maçã,2
17301,33332365835,Plus,maçã,2
53918,37187484879,Broa de Açúcar,maçã,2
79606,35768556885,Plus,banana,1
31135,37375495831,Broa de Açúcar,banana,1
28082,30588011819,Plus,pera,3
88673,39524291800,Plus,pera,3
58785,33212754818,Plus,pera,3
24875,37486225891,Mes,banana,1
79271,39552290848,Broa de Açúcar,banana,1
52291,39269770869,Mes,banana,1
34352,35919492805,Broa de Açúcar,banana,1
5661,31517898897,Plus,pera,3
50806,33688327861,Mes,pera,3
86169,30823874893,Broa de Açúcar,banana,1
41229,37723581874,Mes,banana,1
15490,34096873861,Broa de Açúcar,pera,3
2778,36209529810,Broa de Açúcar,banana,1
40247,34236276895,Mes,banana,1
38462,33087252824,Plus,banana,1
74157,38164462802,Plus,maçã,2
92577,34340667803,Plus,maçã,2
57049,39815578839,Broa de Açúcar,pera,3
49557,39834810865,Plus,banana,1
85060,32979358800,Plus,maçã,2
25216,30984109811,Mes,maçã,2
28082,30588011819,Plus,pera,3
20532,33627749898,Broa de Açúcar,pera,3
96607,33434710892,Mes,banana,1
14958,37588628847,Plus,pera,3
4766,37512897804,Plus,pera,3
5469,30504844890,Plus,pera,3
100093,32586619870,Broa de Açúcar,maçã,2
52404,34398930817,Plus,banana,1
56972,33885114895,Plus,banana,1
53918,37187484879,Mes,pera,3
96260,37790285815,Plus,banana,1
82295,39697315850,Broa de Açúcar,pera,3
5469,30504844890,Broa de Açúcar,maçã,2
92942,37968450888,Mes,banana,1
93767,32406813827,Mes,maçã,2
50368,36460399816,Mes,maçã,2
86169,30823874893,Plus,banana,1
14375,30057157871,Plus,pera,3
94682,35122614857,Broa de Açúcar,pera,3
62848,33425839837,Broa de Açúcar,pera,3
24367,32550023897,Broa de Açúcar,banana,1
14442,35709423840,Plus,banana,1
62514,33106457899,Broa de Açúcar,banana,1
97194,31222769840,Plus,maçã,2
1358,36441073862,Plus,pera,3
59646,35288097879,Plus,pera,3
75105,30905528840,Broa de Açúcar,pera,3
52617,38893074850,Mes,maçã,2
11280,37974671840,Plus,maçã,2
24875,37486225891,Broa de Açúcar,pera,3
15490,34096873861,Broa de Açúcar,maçã,2
5469,30504844890,Plus,maçã,2
60140,39205438820,Plus,banana,1
20532,33627749898,Plus,maçã,2
93767,32406813827,Plus,banana,1
32454,35456398869,Plus,pera,3
52404,34398930817,Mes,pera,3
50751,34206290873,Mes,pera,3
25216,30984109811,Mes,maçã,2
69377,38350515805,Mes,maçã,2
37691,39779082867,Plus,pera,3
49489,31831535807,Mes,pera,3
97544,35210083802,Mes,banana,1
91806,39061509840,Broa de Açúcar,maçã,2
75760,30527447803,Broa de Açúcar,maçã,2
40292,30985391863,Broa de Açúcar,banana,1
37238,39268371871,Plus,pera,3
21004,39448379838,Plus,pera,3
47227,33507321866,Broa de Açúcar,maçã,2
22769,38637449859,Plus,pera,3
56962,30952448866,Broa de Açúcar,pera,3
51093,36187474899,Broa de Açúcar,banana,1
91806,39061509840,Plus,banana,1
99799,39415052899,Broa de Açúcar,banana,1
47607,30410313882,Broa de Açúcar,pera,3
89868,35897805849,Mes,maçã,2
47828,36896847816,Broa de Açúcar,banana,1
11390,34184955835,Plus,banana,1
85165,36453462877,Plus,pera,3
40367,30845504843,Mes,banana,1
11280,37974671840,Broa de Açúcar,banana,1
79606,35768556885,Plus,pera,3
73864,31919689893,Plus,banana,1
40247,34236276895,Plus,pera,3
88673,39524291800,Plus,banana,1
5722,33668989842,Plus,pera,3
42263,34253311830,Plus,banana,1
73765,33381596845,Plus,banana,1
97194,31222769840,Plus,pera,3
6977,32426476885,Plus,maçã,2
75105,30905528840,Plus,banana,1
90117,35948203867,Plus,pera,3
90117,35948203867,Broa de Açúcar,pera,3
91874,33537824866,Plus,pera,3
63194,32501538854,Plus,banana,1
47607,30410313882,Plus,maçã,2
59475,30420840869,Mes,maçã,2
27574,36675319825,Broa de Açúcar,pera,3
25052,37372709881,Mes,pera,3
96607,33434710892,Broa de Açúcar,maçã,2
11390,34184955835,Broa de Açúcar,pera,3
88673,39524291800,Plus,maçã,2
23085,38713706810,Plus,banana,1
3015,38107259866,Plus,maçã,2
71941,34532204801,Broa de Açúcar,banana,1
21323,31044219866,Mes,pera,3
25052,37372709881,Plus,pera,3
11370,38041794874,Plus,pera,3
34803,33672854808,Broa de Açúcar,banana,1
64964,34561337822,Mes,maçã,2
34803,33672854808,Broa de Açúcar,banana,1
7724,36235280807,Mes,pera,3
73864,31919689893,Mes,pera,3
56972,33885114895,Plus,banana,1
37691,39779082867,Plus,maçã,2
10746,38592826896,Mes,maçã,2
20532,33627749898,Plus,banana,1
80847,38770200890,Broa de Açúcar,pera,3
62514,33106457899,Plus,pera,3
29170,33212249846,Plus,pera,3
21323,31044219866,Plus,banana,1
90897,38210166808,Plus,pera,3
24875,37486225891,Plus,banana,1
10998,34525430800,Broa de Açúcar,banana,1
7724,36235280807,Mes,banana,1
52404,34398930817,Mes,banana,1
74565,39261917836,Plus,maçã,2
97544,35210083802,Plus,maçã,2
32767,33566260860,Plus,banana,1
35750,32586371801,Plus,banana,1
94144,35683552800,Broa de Açúcar,banana,1
50751,34206290873,Plus,maçã,2
5661,31517898897,Broa de Açúcar,pera,3
32767,33566260860,Mes,pera,3
25902,37511953867,Plus,maçã,2
51593,34938743833,Plus,banana,1
49489,31831535807,Plus,maçã,2
62848,33425839837,Plus,pera,3
59646,35288097879,Plus,banana,1
15552,38606695831,Broa de Açúcar,pera,3
4438,31121633897,Mes,banana,1
22769,38637449859,Plus,banana,1
27574,36675319825,Plus,banana,1
3015,38107259866,Plus,pera,3
26835,37101642810,Broa de Açúcar,banana,1
25216,30984109811,Mes,pera,3
11390,34184955835,Plus,pera,3
49100,38588677806,Plus,banana,1
79271,39552290848,Mes,pera,3
34803,33672854808,Broa de Açúcar,pera,3
96607,33434710892,Plus,maçã,2
42265,35406165860,Broa de Açúcar,banana,1
94682,35122614857,Plus,maçã,2
75819,36391074895,Broa de Açúcar,banana,1
10833,34936985856,Mes,banana,1
15860,37973890866,Plus,banana,1
14442,35709423840,Plus,pera,3
80259,34060357871,Mes,maçã,2
23903,36268571827,Broa de Açúcar,maçã,2
62514,33106457899,Plus,maçã,2
51593,34938743833,Mes,pera,3
30587,36394776858,Plus,pera,3
29694,39447287859,Plus,banana,1
43234,30159956854,Broa de Açúcar,banana,1
79271,39552290848,Mes,banana,1
10998,34525430800,Broa de Açúcar,banana,1
7724,36235280807,Plus,maçã,2
53918,37187484879,Broa de Açúcar,pera,3
63194,32501538854,Plus,pera,3
81455,30265670861,Broa de Açúcar,pera,3
51093,36187474899,Mes,banana,1
49100,38588677806,Plus,pera,3
16983,33797193823,Broa de Açúcar,pera,3
17301,33332365835,Broa de Açúcar,pera,3
11280,37974671840,Mes,banana,1
49212,32501709845,Broa de Açúcar,pera,3
84039,35733761857,Plus,pera,3
81455,30265670861,Plus,pera,3
27574,36675319825,Mes,pera,3
89868,35897805849,Mes,banana,1
31135,37375495831,Plus,pera,3
20532,33627749898,Plus,maçã,2
23903,36268571827,Plus,pera,3
96607,33434710892,Broa de Açúcar,pera,3
29466,36333169811,Plus,maçã,2
30587,36394776858,Plus,banana,1
60140,39205438820,Plus,banana,1
74157,38164462802,Plus,pera,3
40292,30985391863,Broa de Açúcar,maçã,2
86169,30823874893,Broa de Açúcar,pera,3
94144,35683552800,Broa de Açúcar,pera,3
74683,38835164818,Mes,banana,1
56420,32125061805,Plus,pera,3
51093,36187474899,Plus,pera,3
97194,31222769840,Plus,banana,1
10833,34936985856,Plus,pera,3
47227,33507321866,Plus,maçã,2
23833,39784659816,Plus,banana,1
37691,39779082867,Mes,pera,3
14958,37588628847,Broa de Açúcar,banana,1
73003,39200930891,Plus,pera,3
93767,32406813827,Mes,pera,3
79271,39552290848,Plus,maçã,2
25052,37372709881,Broa de Açúcar,banana,1
57049,39815578839,Plus,banana,1
4438,31121633897,Broa de Açúcar,banana,1
19410,38482884867,Plus,banana,1
25216,30984109811,Plus,maçã,2
14958,37588628847,Broa de Açúcar,banana,1
37691,39779082867,Plus,pera,3
88673,39524291800,Plus,banana,1
73864,31919689893,Mes,banana,1
83555,36967548891,Plus,banana,1
94682,35122614857,Broa de Açúcar,pera,3
5722,33668989842,Mes,pera,3
16983,33797193823,Plus,maçã,2
16983,33797193823,Broa de Açúcar,banana,1
88673,39524291800,Broa de Açúcar,maçã,2
40458,36503282834,Mes,banana,1
89868,35897805849,Plus,maçã,2
14958,37588628847,Mes,pera,3
1358,36441073862,Mes,maçã,2
91874,33537824866,Broa de Açúcar,banana,1
26835,37101642810,Broa de Açúcar,banana,1
58785,33212754818,Mes,pera,3
90277,35675168842,Mes,pera,3
41229,37723581874,Broa de Açúcar,banana,1
41229,37723581874,Broa de Açúcar,pera,3
92850,31198058820,Mes,pera,3
92577,34340667803,Plus,banana,1
6223,39503257867,Plus,pera,3
51093,36187474899,Mes,maçã,2
89868,35897805849,Broa de Açúcar,maçã,2
32767,33566260860,Plus,banana,1
5722,33668989842,Plus,banana,1
75760,30527447803,Broa de Açúcar,maçã,2
83555,36967548891,Mes,maçã,2
92577,34340667803,Broa de Açúcar,pera,3
40247,34236276895,Mes,banana,1
25216,30984109811,Mes,pera,3
62514,33106457899,Mes,pera,3
17301,33332365835,Mes,pera,3
42633,35835832800,Plus,pera,3
82295,39697315850,Plus,pera,3
63194,32501538854,Broa de Açúcar,pera,3
35750,32586371801,Plus,banana,1
45582,36971695801,Plus,pera,3
7724,36235280807,Mes,banana,1
49100,38588677806,Plus,pera,3
42633,35835832800,Plus,banana,1
18054,34412443892,Plus,pera,3
42265,35406165860,Plus,banana,1
92850,31198058820,Broa de Açúcar,banana,1
85165,36453462877,Mes,maçã,2
99799,39415052899,Plus,pera,3
56962,30952448866,Plus,banana,1
20538,35332843879,Mes,banana,1
85060,32979358800,Mes,pera,3
51593,34938743833,Plus,banana,1
53918,37187484879,Mes,banana,1
2778,36209529810,Mes,maçã,2
100093,32586619870,Plus,banana,1
25216,30984109811,Mes,pera,3
88673,39524291800,Broa de Açúcar,banana,1
40292,30985391863,Plus,banana,1
23833,39784659816,Broa de Açúcar,maçã,2
21323,31044219866,Broa de Açúcar,banana,1
46646,36388955800,Mes,pera,3
93229,37520164853,Broa de Açúcar,pera,3
86169,30823874893,Plus,maçã,2
38106,31554108845,Plus,pera,3
29170,33212249846,Broa de Açúcar,maçã,2
44224,34823042891,Broa de Açúcar,banana,1
38106,31554108845,Plus,pera,3
75760,30527447803,Broa de Açúcar,pera,3
83229,31974338827,Plus,banana,1
24367,32550023897,Broa de Açúcar,maçã,2
85060,32979358800,Broa de Açúcar,banana,1
94144,35683552800,Mes,pera,3
75819,36391074895,Broa de Açúcar,pera,3
15880,33569319890,Plus,pera,3
63194,32501538854,Plus,maçã,2
97544,35210083802,Broa de Açúcar,banana,1
32965,30110731808,Plus,pera,3
73765,33381596845,Mes,maçã,2
89868,35897805849,Plus,banana,1
44224,34823042891,Mes,maçã,2
71221,35314653842,Plus,pera,3
58785,33212754818,Broa de Açúcar,pera,3
4766,37512897804,Broa de Açúcar,maçã,2
73003,39200930891,Plus,maçã,2
73003,39200930891,Plus,maçã,2
85165,36453462877,Plus,banana,1
83229,31974338827,Mes,banana,1
56962,30952448866,Mes,maçã,2
85060,32979358800,Mes,maçã,2
15880,33569319890,Broa de Açúcar,banana,1
42721,33528856807,Plus,pera,3
38106,31554108845,Broa de Açúcar,maçã,2
22769,38637449859,Broa de Açúcar,maçã,2
92850,31198058820,Plus,banana,1
42265,35406165860,Plus,banana,1
79271,39552290848,Plus,banana,1
83229,31974338827,Broa de Açúcar,maçã,2
5661,31517898897,Mes,pera,3
23085,38713706810,Plus,banana,1
1358,36441073862,Plus,maçã,2
11370,38041794874,Plus,pera,3
41229,37723581874,Plus,banana,1
94144,35683552800,Plus,banana,1
56420,32125061805,Broa de Açúcar,pera,3
14442,35709423840,Mes,pera,3
94144,35683552800,Broa de Açúcar,banana,1
4766,37512897804,Broa de Açúcar,pera,3
79271,39552290848,Plus,pera,3
30587,36394776858,Plus,banana,1
99664,36198779807,Mes,banana,1
29170,33212249846,Mes,pera,3
93229,37520164853,Plus,maçã,2
21323,31044219866,Plus,banana,1
74683,38835164818,Plus,maçã,2
52617,38893074850,Plus,pera,3
14958,37588628847,Mes,banana,1
77832,39960619869,Mes,banana,1
81433,30849704839,Plus,pera,3
80259,34060357871,Plus,maçã,2
47227,33507321866,Mes,pera,3
21527,34950274830,Broa de Açúcar,maçã,2
35750,32586371801,Plus,banana,1
14442,35709423840,Plus,banana,1
23833,39784659816,Plus,maçã,2
53918,37187484879,Plus,banana,1
86169,30823874893,Broa de Açúcar,banana,1
31135,37375495831,Mes,pera,3
4766,37512897804,Plus,pera,3
15552,38606695831,Plus,pera,3
32757,35736713810,Broa de Açúcar,banana,1
58785,33212754818,Plus,pera,3
38706,34848790840,Mes,maçã,2
83555,36967548891,Broa de Açúcar,pera,3
90897,38210166808,Plus,pera,3
31135,37375495831,Mes,banana,1
81455,30265670861,Broa de Açúcar,pera,3
86057,39247275890,Plus,banana,1
21323,31044219866,Plus,pera,3
59475,30420840869,Mes,banana,1
90117,35948203867,Mes,pera,3
49100,38588677806,Plus,maçã,2
74565,39261917836,Broa de Açúcar,pera,3
15880,33569319890,Plus,pera,3
33964,32581223855,Mes,banana,1
20532,33627749898,Plus,pera,3
90897,38210166808,Plus,banana,1
50545,33741064807,Plus,banana,1
32126,35496923824,Broa de Açúcar,maçã,2
38411,38813145802,Plus,maçã,2
56962,30952448866,Broa de Açúcar,maçã,2
49100,38588677806,Plus,banana,1
6282,35492365819,Mes,banana,1
89868,35897805849,Mes,pera,3
75760,30527447803,Mes,pera,3
6282,35492365819,Mes,maçã,2
54766,38119148800,Plus,maçã,2
51593,34938743833,Broa de Açúcar,banana,1
60140,39205438820,Broa de Açúcar,banana,1
83229,31974338827,Plus,banana,1
37691,39779082867,Plus,pera,3
14375,30057157871,Mes,pera,3
35750,32586371801,Plus,pera,3
24367,32550023897,Plus,maçã,2
10833,34936985856,Plus,maçã,2
52617,38893074850,Plus,pera,3
30587,36394776858,Plus,banana,1
8118,31419721844,Plus,banana,1
59475,30420840869,Broa de Açúcar,pera,3
71941,34532204801,Mes,banana,1
10998,34525430800,Plus,banana,1
51093,36187474899,Mes,banana,1
59646,35288097879,Mes,pera,3
3015,38107259866,Plus,pera,3
97194,31222769840,Mes,pera,3
16983,33797193823,Broa de Açúcar,pera,3
54221,35424778852,Broa de Açúcar,pera,3
50751,34206290873,Plus,banana,1
86057,39247275890,Mes,maçã,2
81455,30265670861,Plus,pera,3
11027,30826430864,Broa de Açúcar,pera,3
74565,39261917836,Mes,maçã,2
75760,30527447803,Mes,pera,3
92577,34340667803,Broa de Açúcar,maçã,2
15552,38606695831,Mes,maçã,2
25216,30984109811,Mes,banana,1
29694,39447287859,Broa de Açúcar,banana,1
36361,39132258895,Plus,maçã,2
42265,35406165860,Broa de Açúcar,pera,3
19410,38482884867,Broa de Açúcar,maçã,2
46171,33643838808,Mes,maçã,2
48240,34588824805,Plus,maçã,2
29170,33212249846,Mes,pera,3
56972,33885114895,Mes,banana,1
2778,36209529810,Mes,banana,1
18054,34412443892,Broa de Açúcar,pera,3
79271,39552290848,Plus,banana,1
32757,35736713810,Mes,banana,1
32767,33566260860,Plus,pera,3
28082,30588011819,Plus,pera,3
49100,38588677806,Plus,banana,1
90897,38210166808,Plus,banana,1
37238,39268371871,Broa de Açúcar,pera,3
49100,38588677806,Mes,banana,1
5661,31517898897,Plus,pera,3
62848,33425839837,Plus,maçã,2
62514,33106457899,Broa de Açúcar,pera,3
33964,32581223855,Plus,banana,1
42265,35406165860,Plus,maçã,2
40367,30845504843,Plus,pera,3
29466,36333169811,Plus,maçã,2
46646,36388955800,Broa de Açúcar,banana,1
31135,37375495831,Broa de Açúcar,banana,1
83229,31974338827,Plus,maçã,2
15860,37973890866,Broa de Açúcar,banana,1
90117,35948203867,Plus,maçã,2
81433,30849704839,Mes,maçã,2
60165,34341297821,Mes,pera,3
35750,32586371801,Plus,banana,1
28082,30588011819,Mes,banana,1
11370,38041794874,Plus,banana,1
50368,36460399816,Mes,banana,1
62514,33106457899,Broa de Açúcar,pera,3
36361,39132258895,Plus,pera,3
88673,39524291800,Plus,pera,3
53918,37187484879,Plus,banana,1
77225,31112978887,Broa de Açúcar,pera,3
34803,33672854808,Plus,banana,1
74157,38164462802,Plus,pera,3
89868,35897805849,Plus,banana,1
3708,39447807879,Mes,banana,1
50368,36460399816,Plus,pera,3
21527,34950274830,Plus,pera,3
53918,37187484879,Plus,maçã,2
60140,39205438820,Plus,banana,1
83229,31974338827,Plus,pera,3
14442,35709423840,Broa de Açúcar,pera,3
4438,31121633897,Plus,pera,3
5661,31517898897,Plus,pera,3
49100,38588677806,Broa de Açúcar,banana,1
42263,34253311830,Broa de Açúcar,pera,3
38706,34848790840,Mes,pera,3
50806,33688327861,Broa de Açúcar,pera,3
16983,33797193823,Broa de Açúcar,maçã,2
46646,36388955800,Plus,pera,3
20532,33627749898,Plus,banana,1
83229,31974338827,Mes,pera,3
11027,30826430864,Mes,pera,3
81433,30849704839,Mes,maçã,2
90897,38210166808,Broa de Açúcar,pera,3
59646,35288097879,Mes,pera,3
